alias_id,college_id,alias_name,alias_normalized,authority,year,source_id,notes
798,1129,"Rajah Muthiah Medical College, Annamalai Universit,Government Medical College and Hospital, Cuddalore District, Erstwhile Rajah Muthiah Medical College, Tamil Nadu, 608002",rajah muthiah medical college annamalai universit government medical college and hospital cuddalore district erstwhile rajah muthiah medical college tamil nadu,MCC,,,
799,1331,"SVIMS - Sri Padmavathi Medical College for Women, Tirupati,ALIPIRI ROAD, TIRUPATI, Andhra Pradesh, 517507 (Female Seat only )",svims sri padmavathi medical college for women tirupati alipiri road tirupati andhra pradesh female seat only,MCC,,,
800,1265,"SILCHAR MEDICAL COLLEGE, SILCHER,PO Silchar Medical College, Silchar, Assam, 788014",silchar medical college silcher po silchar medical college silchar assam,MCC,,,
801,1234,"SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL, HAZARIBAG ( Formerly called as- Hazaribagh Medical College, Hazaribag),NEAR CENTRAL JAIL, HAZARIBAG, Jharkhand, 825301",sheikh bhikhari medical college and hospital hazaribag formerly called as hazaribagh medical college hazaribag near central jail hazaribag jharkhand,MCC,,,
802,152,"Bhima Bhoi Medical College and Hospital , Balangir,PO - Rajendra College, District- Balangir, Odisha., Odisha, 767002",bhima bhoi medical college and hospital balangir po rajendra college district balangir odisha odisha,MCC,,,
803,94,"Autonomous State Medical College , Fatehpur,Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",autonomous state medical college fatehpur autonomous state medical college village chittaura near allipur gt road fatehpur uttar pradesh,MCC,,,
804,674,"Govt Medical college Shivpuri,Near Katha Mill, Gwalior Bypass Highway, Shivpuri, Madhya Pradesh, 473638",government medical college shivpuri near katha mill gwalior bypass highway shivpuri madhya pradesh,MCC,,,
805,401,"Goverment Medical College, Datia,NEAR 29TH BATTALION, N.H.75, DATIA, Madhya Pradesh, 475661",goverment medical college datia near 29th battalion n h 75 datia madhya pradesh,MCC,,,
806,480,"Government Medical College, Anantnag,verinag Road Dialgam Anantnag 192210, Jammu And Kashmir, 192210",government medical college anantnag verinag road dialgam anantnag jammu and kashmir,MCC,,,
807,93,"Autonomous State Medical College ,Etah,NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.- 207001, Uttar Pradesh, 207001",autonomous state medical college etah nagla padihar sirao maharara link pac road sakeet etah u p uttar pradesh,MCC,,,
808,740,"Gulbarga Institute of Medical Sciences, Gulbarga,Gulbarga Institute of Medical Sciences, Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",gulbarga institute of medical sciences gulbarga gulbarga institute of medical sciences veeresh nagar sedam road kalaburagi karnataka,MCC,,,
809,472,"GOVERNMENT MEDICAL COLLEGE, AKOLA,Collector Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",government medical college akola collector office road near ashok watika akola state maharashtra pin maharashtra,MCC,,,
810,583,"Government Medical College, Konni ,GOVERNMENT MEDICAL COLLEGE KONNI KUMMANNOOR PO KONNI PATHANAMTHITTA 689691, Kerala, 689691",government medical college konni government medical college konni kummannoor po konni pathanamthitta kerala,MCC,,,
811,1138,"RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA,RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES RIMS, PUTLAMPALLI, YSR KADAPA DIST., Andhra Pradesh, 516002",rajiv gandhi institute of medical sciences kadapa rajiv gandhi institute of medical sciences rims putlampalli ysr kadapa district andhra pradesh,MCC,,,
812,1038,"Mursidabad M C & Hospital, Mursidabad,STATION ROAD, P.O. AND P.S. BERHAMPORE, DIST. MURSHIDABAD, West Bengal, 742101",mursidabad m c and hospital mursidabad station road p o and p s berhampore district murshidabad west bengal,MCC,,,
813,901,"Kodagu Institute of Medical Sciences, Kodagu,Kodagu Institute of Medical Sciences, Madikeri., Karnataka, 571201",kodagu institute of medical sciences kodagu kodagu institute of medical sciences madikeri karnataka,MCC,,,
814,576,"Government Medical College, Kathua,Chak Sajjan KAthua, Jammu And Kashmir, 184101",government medical college kathua chak sajjan kathua jammu and kashmir,MCC,,,
815,1145,"Rajmata shrimati devendra kumari singhdeo government medical college, ambikapur,Surguja,Kanyaparisar Road Gangapur Ambikapur District Surguja, Chhattisgarh, 497001",rajmata shrimati devendra kumari singhdeo government medical college ambikapur surguja kanyaparisar road gangapur ambikapur district surguja chhattisgarh,MCC,,,
816,405,"GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,DISTRICT CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR, Maharashtra, 425412",goverment medical college nandurbar mahararastra district civil hospital campus sakri road nandurbar maharashtra,MCC,,,
817,581,"Govt. Medical College, Khandwa,Luv-Kush Nagar,Mundi Road,Khandwa (M.P.), Madhya Pradesh, 450001",government medical college khandwa luv kush nagar mundi road khandwa m p madhya pradesh,MCC,,,
818,657,"Government Medical College, Rajnandgaon,Bharat Ratna Late Shri Atal Bihari Vajpayee Memorial Medical College, Pendri, Rajnandgaon. Chhattisg, Chhattisgarh, 491441",government medical college rajnandgaon bharat ratna late shri atal bihari vajpayee memorial medical college pendri rajnandgaon chhattisg chhattisgarh,MCC,,,
819,925,"Lt. B R K Government Medical College, Jagdalpur,LATE BALIRAM KASHYAP MEMORIAL GOVT. MEDICAL COLLEGE, DIMRAPAL GEEDAM ROAD , JAGDALPUR DIST-BASTAR",lt b r k government medical college jagdalpur late baliram kashyap memorial government medical college dimrapal geedam road jagdalpur district bastar,MCC,,,
820,1159,"RIMS, Ongole,BHAGYANAGAR 5TH LANE, RIMS, ONGOLE, PRAKASAM DISTRICT, ANDHRA PRADESH, Andhra Pradesh, 523001",rims ongole bhagyanagar 5th lane rims ongole prakasam district andhra pradesh andhra pradesh,MCC,,,
821,22,"AGARTALA GOVT. MEDICAL COLLEGE,AGARTALA,Kunjaban, Agartala, Tripura West, Tripura, 799006",agartala government medical college agartala kunjaban agartala tripura west tripura,MCC,,,
822,1119,"Raiganj Government Medical College,ABDULGHATA CAMPASS, KARNAJORA, PO- KARNAJORA,PS- RAIGANJ, DISTRICT- UTTAR DINAJPUR,PIN-733130, STATE, West Bengal, 733130",raiganj government medical college abdulghata campass karnajora po karnajora ps raiganj district uttar dinajpur pin state west bengal,MCC,,,
823,110,"Autonomous State Medical college Society Hardoi,Gaura Danda, Gopamau, Sitapur Road, Hardoi, Uttar Pradesh, 241001",autonomous state medical college society hardoi gaura danda gopamau sitapur road hardoi uttar pradesh,MCC,,,
824,197,"Chhindwara Institute of Medical Sciences,Teachers Colony, Chhindwara, Madhya Pradesh 480001, Madhya Pradesh, 480001",chhindwara institute of medical sciences teachers colony chhindwara madhya pradesh madhya pradesh,MCC,,,
825,717,"Government of Medical College and Hospital, Balasore,Remuna, Balasore, 756019, Odisha, 756019",government of medical college and hospital balasore remuna balasore odisha,MCC,,,
826,1336,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJOGAI,SWAMI RAMNAND TEERTH RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHTRA PIN-431517, Maharashtra, 431517",swami ramanand tirth rural m c ambajogai swami ramnand teerth rural government medical college ambajogai district beed maharashtra pin maharashtra,MCC,,,
827,154,"BIDAR INSTITUTE OF MEDICAL SCI., BIDAR,BIDAR INSTITUTE OF MEDICAL SCIENCES BIDAR UDGIR ROAD BIDAR, Karnataka, 585401",bidar institute of medical science bidar bidar institute of medical sciences bidar udgir road bidar karnataka,MCC,,,
828,1093,"Prafulla Chandra Sen Government Medical College & Hospital, Arambagh,Arambagh, Hooghly, West Bengal, 712601",prafulla chandra sen government medical college and hospital arambagh arambagh hooghly west bengal,MCC,,,
829,1247,"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE,Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424311",shri bhausaheb hire government m c dhule shribhusaheb hire government medical college malegaon road chakkarbardi area dhule maharashtra,MCC,,,
830,1360,"Thiruvannamalai MC, Thiruvannamalai, TN,District Collectorate, Master Plan Complex, Vengikkal, Thiruvannamalai, Tamil Nadu, 606604",thiruvannamalai mc thiruvannamalai tn district collectorate master plan complex vengikkal thiruvannamalai tamil nadu,MCC,,,
831,491,"Government Medical College & Hospital, Alibag-Raigad,Government Medical College of Alibag, Alibag beach limaye wadi Alibagh Maharashtra- 402201, Maharashtra, 402201",government medical college and hospital alibag raigad government medical college of alibag alibag beach limaye wadi alibagh maharashtra maharashtra,MCC,,,
832,1011,"Medinirai Medical College (previously Known as Palamu Medical College), Palamu,Pokhraha Khurd, P.O- Rajwadih, P.S- Medininagar, Dist. Palamu, Jharkhand, 822118",medinirai medical college previously known as palamu medical college palamu pokhraha khurd p o rajwadih p s medininagar district palamu jharkhand,MCC,,,
833,887,"Karwar Institute of Medical Sciences, Karwar,DISTRICT HOSPITAL PREMISES, MG ROAD, KARWAR, Karnataka, 581301",karwar institute of medical sciences karwar district hospital premises mg road karwar karnataka,MCC,,,
834,807,"Jannayak Karpoori Thakur Medical college and Hospital, Madhepura,JAJHAT SABAILA SINGHESHWAR ROAD, Bihar, 852128",jannayak karpoori thakur medical college and hospital madhepura jajhat sabaila singheshwar road bihar,MCC,,,
835,1106,"Pt. Raghunath Murmu Med. College, Baripada,Rangamatia , p.o-Sankhabhanga , Via- Laxmiposi, Odisha, 757107",pt raghunath murmu medical college baripada rangamatia p o sankhabhanga via laxmiposi odisha,MCC,,,
836,138,"Barasat Government Medical College & Hospital, West Bengal,80 Jessore Road Banamalipur JL NO 80and Uttorhat JL no 78 Barasat North Twenty Four Parganas 700124, West Bengal, 700124",barasat government medical college and hospital west bengal 80 jessore road banamalipur jl no 80and uttorhat jl no 78 barasat north twenty four parganas west bengal,MCC,,,
837,113,"Autonomous State Medical College Society , Mirzapur,Piparadarh, Visunderpur, Uttar Pradesh, 231001",autonomous state medical college society mirzapur piparadarh visunderpur uttar pradesh,MCC,,,
838,488,"GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL, SATARA,GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA, Maharashtra, 415001",government medical college and general hospital satara government medical college and general hospital satara district civil hospital campus sadar bazar ca maharashtra,MCC,,,
839,749,"GVMC, VILLUPURAM,THE DEAN, GOVT. VILLUPURAM MEDICAL COLLEGE, TRICHY TRUNK ROAD, MUNDIYAMPAKKAM, VILLUPURAM DISTRICT, Tamil Nadu, 605601",gvmc villupuram the dean government villupuram medical college trichy trunk road mundiyampakkam villupuram district tamil nadu,MCC,,,
840,1161,"RIMS Srikakulam,Balaga Srikakulam, Andhra Pradesh, 532001",rims srikakulam balaga srikakulam andhra pradesh,MCC,,,
841,836,"JLN IMS, IMPHAL,Prompat, Imphal East, Manipur, Manipur, 795005",jln ims imphal prompat imphal east manipur manipur,MCC,,,
842,1115,"RAICHUR INST. OF MEDICAL SCI., RAICHUR,RAICHUR INSTITUTE OF MEDICAL SCIENCES INDUSTRIAL AREA, HYDERABAD ROAD, RAICHUR, Karnataka 584102, Karnataka, 584102",raichur institute of medical science raichur raichur institute of medical sciences industrial area hyderabad road raichur karnataka karnataka,MCC,,,
843,698,"Government Medical College, Tiruppur,18 DHARAPURAM ROAD TIRUPPUR TAMILNADU 641608, Tamil Nadu, 641608",government medical college tiruppur 18 dharapuram road tiruppur tamilnadu tamil nadu,MCC,,,
844,671,"Govt Medical College Shahdol,GRAM CHAMPA KUDRI ROAD NEAR NEW BUS STAND SHAHDOL MP",government medical college shahdol,MCC,,,
845,1135,"Rajiv Gandhi Institute Medical Sce of Adilabad,MAIN ROAD, OLD NH 07, ADILABAD TOWN ADILABAD DISTRICT, TELANGANA STATE-504001, Telangana, 504001",rajiv gandhi institute medical sce of adilabad main road old nh 07 adilabad town adilabad district telangana state telangana,MCC,,,
846,469,"Government Medcial College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL CAMPUS, GONDIA.",government medcial college gondia near nehru chowk k t s hospital campus gondia,MCC,,,
847,721,"Govt. Sivgangai M. C. Sivagangai,MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",government sivgangai m c sivagangai manamadurai main road keela vaniyankudi sivagangai tamil nadu,MCC,,,
848,107,"Autonomous State Medical College, Siddharthnagar,Autonomous State Medical College Siddharthnagar 71 Ashok Marg Village Mudila Naugarh Uttar Prade, Uttar Pradesh, 272207",autonomous state medical college siddharthnagar autonomous state medical college siddharthnagar 71 ashok marg village mudila naugarh uttar prade uttar pradesh,MCC,,,
849,1375,"UNS AUTONOMOUS STATE MEDICAL COLLEGES, Jaunpur,UNS AUTONOMOUS STATE MEDICAL COLLEGE SIDDIQUEPUR SHAHGANJ ROAD JAUNPUR UP, Uttar Pradesh, 222003",uns autonomous state medical colleges jaunpur uns autonomous state medical college siddiquepur shahganj road jaunpur up uttar pradesh,MCC,,,
850,797,"IRT Perundurai Medical College, Perundurai,GOVERNMENT ERODE MEDICAL COLLEGE PERUNDURAI, PERUNDURAI SANATORIUM POST ERODE DISTRICT, Tamil Nadu, 638053",irt perundurai medical college perundurai government erode medical college perundurai perundurai sanatorium post erode district tamil nadu,MCC,,,
851,738,"GTMC, THIRUVARUR,MASTER PLAN COMPLEX, VILAMAL VILLAGE, THIRUVARUR, Tamil Nadu, 610004",gtmc thiruvarur master plan complex vilamal village thiruvarur tamil nadu,MCC,,,
852,511,"Government Medical College, Baramulla ,Kanth Bagh Baramulla, Jammu and Kashmir, Jammu And Kashmir, 193101",government medical college baramulla kanth bagh baramulla jammu and kashmir jammu and kashmir,MCC,,,
853,1345,"Tamralipto Government Medical College & Hospital, West Bengal,227 Haldia Tamluk Mecheda Road, Tamluk, Purba Medinipur, West Bengal, 721636",tamralipto government medical college and hospital west bengal 227 haldia tamluk mecheda road tamluk purba medinipur west bengal,MCC,,,
854,676,"Government Medical College Siddipet,Survey No 54, Ensanpalli Village, Siddipet Mandal, Siddipet, Telangana, 502103",government medical college siddipet survey no 54 ensanpalli village siddipet mandal siddipet telangana,MCC,,,
855,498,"Government Medical College & Hospital, Jalpaiguri,Hospital Road, Jalpaiguri, West Bengal- 735101, West Bengal, 735101",government medical college and hospital jalpaiguri hospital road jalpaiguri west bengal west bengal,MCC,,,
856,840,"Jorhat Medical College and Hospital, JORHAT,Kushal Konwar Path, Barbheta, Jorhat, Assam, 785001, Assam, 785001",jorhat medical college and hospital jorhat kushal konwar path barbheta jorhat assam assam,MCC,,,
857,95,"Autonomous State Medical College, Ghazipur,Principal Prashasnik Bhawan MV Autonomous State Medical College RTI Chauraha Ghazipur, Uttar Pradesh, 233001",autonomous state medical college ghazipur principal prashasnik bhawan mv autonomous state medical college rti chauraha ghazipur uttar pradesh,MCC,,,
858,1090,"Phulo Jhano Medical College , Dumka,PHULO JHANO MEDICAL COLLEGE DUMKA, Jharkhand, 814110",phulo jhano medical college dumka phulo jhano medical college dumka jharkhand,MCC,,,
859,1227,"SH VASANT RAO NAIK GOVT.M.C.,YAVATMAL,CIVIL LINES YAVATMAL, Maharashtra, 445001",sh vasant rao naik governmentm c yavatmal civil lines yavatmal maharashtra,MCC,,,
860,494,"Govt. Medical College and Hospital, Chandrapur,GOVT. MEDICAL COLLEGE CHANDRAPUR, RAM NAGAR, CHANDRAPUR, Maharashtra, 442401",government medical college and hospital chandrapur government medical college chandrapur ram nagar chandrapur maharashtra,MCC,,,
861,1193,"Saheed Laxman Nayak Med. College and Hos., Koraput,AT-JANIGUDA,KORAPUT, Odisha, 764020",saheed laxman nayak medical college and hos koraput at janiguda koraput odisha,MCC,,,
862,952,"Maharaja Jitendra Narayan Medical College and Hospital Coochbehar,Vivekananda Street, Pilkhana, Beside Panchanan Barma University, Coochbehar, West Bengal, 736101",maharaja jitendra narayan medical college and hospital coochbehar vivekananda street pilkhana beside panchanan barma university coochbehar west bengal,MCC,,,
863,596,"Government Medical College, Mahabubangar,Government Medical College Mahabubnagar Edira Village.Mahabubnagar, Telangana, 509002",government medical college mahabubangar government medical college mahabubnagar edira village mahabubnagar telangana,MCC,,,
864,905,"Koppal Institute of Medical Sciences,DIRECTOR, KIMS,KOPPAL. GAGNAVATI ROAD, KIDDIDAL GATE,KOPPAL-583231, Karnataka, 583231",koppal institute of medical sciences director kims koppal gagnavati road kiddidal gate koppal karnataka,MCC,,,
865,478,"Government Medical College, Ananthapuram,OPP EE R AND B OFFICE SAI NAGAR ANANTAPURAM, Andhra Pradesh, 515001",government medical college ananthapuram opp ee r and b office sai nagar anantapuram andhra pradesh,MCC,,,
866,528,"Government Medical College, Churachandpur,Hiangtam Lamka, I.B. Road, Churachandpur District, Manipur, 795128",government medical college churachandpur hiangtam lamka i b road churachandpur district manipur,MCC,,,
867,1347,"Tezpur Medical College, Tezpur,Tezpur Medical College and Hospital Bihaguri Tezpur 784010 Dist Sonitpur Assam",tezpur medical college tezpur,MCC,,,
868,588,"Government Medical College, Krishnagiri,Block-1, Polupalli, Krishnagiri, Tamil Nadu, 635115",government medical college krishnagiri block 1 polupalli krishnagiri tamil nadu,MCC,,,
