college_id,college_code,college_name,name_normalized,state,city,ownership,counselling,courses,annual_intake,fee_govt_quota,fee_private,nmc_approved,source_id,notes
459,,"GOVT. DHARAMAPURI MED COLL,DHARMAPURI,NETHAJ I BYPASS ROAD DHARMAPURI, Tamil Nadu, 636701",government dharamapuri medical college dharmapuri nethaj i bypass road dharmapuri tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
460,,"GOVT. DHARAMAPURI MED COLL,DHARMAPURI,NETHAJI BYPASS ROAD DHARMAPURI, Tamil Nadu, 636701",government dharamapuri medical college dharmapuri nethaji bypass road dharmapuri tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
461,,"Government Doon Medcial College, Dehradun",government doon medcial college,Uttarakhand,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
462,,"Government Doon Medcial College, Dehradun,Government Doon Medical College, Dehrakhas Patel Nagar, Dehradun 248001, Uttarakhand, 248001",government doon medcial college dehradun government doon medical college dehrakhas patel nagar dehradun uttarakhand,Uttarakhand,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
463,,"Govt institute of Medcial Sciences, GREATER NOIDA",government institute of medcial sciences,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
464,,"Govt institute of Medcial Sciences, GREATER NOIDA,GOVERNMENT INSTITUTE OF MEDICAL SCIENCES GREATER NOIDA GAUTAM BUDH NAGAR UTTAR PRADESH, Uttar Pradesh, 201310",government institute of medcial sciences greater noida government institute of medical sciences greater noida gautam budh nagar uttar pradesh uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
465,,Govt institute of Medcial Sciences Kasna,government institute of medcial sciences kasna,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
466,,"GOVT. KILPAUK MEDICAL COLLEGE,CHENNAI",government kilpauk medical college,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
467,,"GOVT. KILPAUK MEDICAL COLLEGE,CHENNAI,No. 822, EVR Periyar salai , Kilpauk,Chennai, Tamil Nadu, 600010",government kilpauk medical college chennai no 822 evr periyar salai kilpauk chennai tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
468,,"Government Medcial College, Ambikapur",government medcial college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
469,,"Government Medcial College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL CAMPUS, GONDIA.",government medcial college gondia near nehru chowk k t s hospital campus gondia,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
470,,"Government Medcial College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL CAMPUS, GONDIA., Maharashtra, 441601",government medcial college gondia near nehru chowk k t s hospital campus gondia maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
471,,"Government Medical College, Kollam",government medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
472,,"GOVERNMENT MEDICAL COLLEGE, AKOLA,Collector Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001, Maharashtra, 444001",government medical college akola collector office road near ashok watika akola state maharashtra pin maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
473,,"Government Medical college, Ambernath,Dr. B. G. CHHAYA SUB DISTRICT HOSPITAL,AMBERNATH MUNICIPALITY, SHIV MARKET, AMBERNATH, MAHARASHTRA 4, Maharashtra, 421501",government medical college ambernath doctor b g chhaya sub district hospital ambernath municipality shiv market ambernath maharashtra 4 maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
474,,"Government Medical college, Ambernath,Survey No.128, Jambhulgaon Road, Ambernath West, District Thane, Maharashtra, 421505",government medical college ambernath survey no 128 jambhulgaon road ambernath west district thane maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
475,,"Government Medical College, Amravati ,Government Medical College District Women Hospital Campus Daffrin Shrikrishna Peth Amravati, Maharashtra, 444601",government medical college amravati government medical college district women hospital campus daffrin shrikrishna peth amravati maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
476,,"Government Medical College, Ananthapuram,GOVERNMEN T MEDICAL COLLEGE ANANTHAPURAMU, Andhra Pradesh, 515001",government medical college ananthapuram governmen t medical college ananthapuramu andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
477,,"Government Medical College, Ananthapuram,GOVERNMENT MEDICAL COLLEGE ANANTHAPURAMU, Andhra Pradesh, 515001",government medical college ananthapuram government medical college ananthapuramu andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
478,,"Government Medical College, Ananthapuram,OPP EE R AND B OFFICE SAI NAGAR ANANTAPURAM, Andhra Pradesh, 515001",government medical college ananthapuram opp ee r and b office sai nagar anantapuram andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
479,,"GOVERNMENT MEDICAL COLLEGE, ANANTNAG J&K,VERINAG ROAD DIALGAM ANANTNAG, Jammu And Kashmir, 192210",government medical college anantnag jandk verinag road dialgam anantnag jammu and kashmir,Jammu And Kashmir,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
480,,"Government Medical College, Anantnag,verinag Road Dialgam Anantnag 192210, Jammu And Kashmir, 192210",government medical college anantnag verinag road dialgam anantnag jammu and kashmir,Jammu And Kashmir,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
481,,"Government Medical College and District General Hospital,Ratnagiri",government medical college and district general hospital,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
482,,"Government Medical College and District General Hospital,Ratnagiri,Hodekar Road, Udyamnagar, Patwardhanwadi, Ratnagiri, Maharashtra-415612, Maharashtra, 415612",government medical college and district general hospital ratnagiri hodekar road udyamnagar patwardhanwadi ratnagiri maharashtra maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
483,,"Government Medical College and ESIC Hospital, Coimbatore",government medical college and esic hospital,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
484,,"Government Medical College and ESIC Hospital, Coimbatore , KAMARAJAR ROAD, VARADHARAJAPUR AM, SINGANALLUR, COIMBATORE, Tamil Nadu, 641015",government medical college and esic hospital coimbatore kamarajar road varadharajapur am singanallur coimbatore tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
485,,"Government Medical College and ESIC Hospital, Coimbatore,KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE, Tamil Nadu, 641015",government medical college and esic hospital coimbatore kamarajar road varadharajapuram singanallur coimbatore tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
486,,"Govt. Med. College and ESIC Hospt., Coimbatore",government medical college and esic hospt,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
487,,"GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL, SATARA",government medical college and general hospital,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
488,,"GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL, SATARA,GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA, Maharashtra, 415001",government medical college and general hospital satara government medical college and general hospital satara district civil hospital campus sadar bazar ca maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
489,,"GOVERNMENT MEDICAL COLLEGE AND HOSPITAL, CHANDIGAR",government medical college and hospital,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
490,,"Government Medical College & Hospital, Alibag-Raigad",government medical college and hospital alibag raigad,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
491,,"Government Medical College & Hospital, Alibag-Raigad,Government Medical College of Alibag, Alibag beach limaye wadi Alibagh Maharashtra- 402201, Maharashtra, 402201",government medical college and hospital alibag raigad government medical college of alibag alibag beach limaye wadi alibagh maharashtra maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
492,,"GOVERNMENT MEDICAL COLLEGE AND HOSPITAL, CHANDIGAR,GOVERNMENT MEDICAL COLLEGE AND HOSPITAL, SECTOR 32, CHANDIGARH",government medical college and hospital chandigar government medical college and hospital sector 32,Chandigarh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
493,,"GOVERNMENT MEDICAL COLLEGE AND HOSPITAL, CHANDIGAR,GOVERNMENT MEDICAL COLLEGE AND HOSPITAL, SECTOR 32, CHANDIGARH, Chandigarh, 160030",government medical college and hospital chandigar government medical college and hospital sector 32 chandigarh chandigarh,Chandigarh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
494,,"Govt. Medical College and Hospital, Chandrapur,GOVT. MEDICAL COLLEGE CHANDRAPUR, RAM NAGAR, CHANDRAPUR, Maharashtra, 442401",government medical college and hospital chandrapur government medical college chandrapur ram nagar chandrapur maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
495,,"Government Medical College and Hospital, Jajpur, Odisha (Renamed as Jajati Keshari Medical College and Hospital, Jajpur)",government medical college and hospital jajpur odisha renamed as jajati keshari medical college and hospital jajpur,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
496,,"Government Medical College and Hospital, Jajpur, Odisha (Renamed as Jajati Keshari Medical College and Hospital, Jajpur),Dean and Principal, Government Medical College and Hospital, Jajpur, Odisha Renamed as Jajati Keshar, Odisha, 755001",government medical college and hospital jajpur odisha renamed as jajati keshari medical college and hospital jajpur dean and principal government medical college and hospital jajpur odisha renamed as jajati keshar odisha,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
497,,"Government Medical College and Hospital, Jajpur, Odisha (Renamed as Jajati Keshari Medical College and Hospital, Jajpur),Dean and Principal, Government Medical College and Hospital, Jajpur, Renamed as Maharaja Jajati Kesh, Odisha, 755001",government medical college and hospital jajpur odisha renamed as jajati keshari medical college and hospital jajpur dean and principal government medical college and hospital jajpur renamed as maharaja jajati kesh odisha,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
498,,"Government Medical College & Hospital, Jalpaiguri,Hospital Road, Jalpaiguri, West Bengal- 735101, West Bengal, 735101",government medical college and hospital jalpaiguri hospital road jalpaiguri west bengal west bengal,West Bengal,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
499,,"Government Medical College and Hospital, Keonjhar,AT-KABITRA, NEAR DD COLLEGE,KEONJHARGARH, PS- TOWN POLICE STATION, DIST-KEONJHAR, ODISHA, Odisha, 758001",government medical college and hospital keonjhar at kabitra near dd college keonjhargarh ps town police station district keonjhar odisha odisha,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
500,,"GOVERNMENT MEDICAL COLLEGE & HOSPITAL, PHULBANI , TILAKPADA, PAKANGAON, PS& TEHSIL- KHAJURIPADA,PHU LBANI",government medical college and hospital phulbani tilakpada pakangaon ps& tehsil khajuripada,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
501,,"Government Medical College, Ariyalur ,1 COLLEGE ROAD GOVERNMENT MEDICAL COLLEGE ARIYALUR TAMIL NADU PIN 621713, Tamil Nadu, 621713",government medical college ariyalur 1 college road government medical college ariyalur tamil nadu pin tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
502,,"GOVT. MEDICAL COLLEGE,AURANG ABAD , Government Medical College, Aurangabad, Jubli Park, Panchakki Road, Aurangabad (M.S.)., Maharashtra, 431001",government medical college aurang abad government medical college aurangabad jubli park panchakki road aurangabad m s maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
503,,"GOVT. MEDICAL COLLEGE,AURANGABAD,Go vernment Medical College, Aurangabad, Jubli Park, Panchakki Road, Aurangabad (M.S.)., Maharashtra, 431001",government medical college aurangabad go vernment medical college aurangabad jubli park panchakki road aurangabad m s maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
504,,"GOVT. MEDICAL COLLEGE,AURANGABAD,Government Medical College, Aurangabad, Jubli Park, Panchakki Road, Aurangabad (M.S.).",government medical college aurangabad government medical college aurangabad jubli park panchakki road aurangabad m s,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
505,,"GOVT. MEDICAL COLLEGE,AURANGABAD,Government Medical College, Aurangabad, Jubli Park, Panchakki Road, Aurangabad (M.S.)., Maharashtra, 431001",government medical college aurangabad government medical college aurangabad jubli park panchakki road aurangabad m s maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
506,,Govt Medical College Badaun,government medical college badaun,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
